Original Viral population,Original Host,Final_score,CRISPR score,Prophage blast score,WIsH score,Number of CRISPR matches,Max number of end mismatches detected in any CRISPR spacer,Prophage blast percent identity,Prophage blast viral contig coverage,tRNA match,Max number of end mismatches detected in host tRNA,Non-promiscuous tRNA match score,WIsH p-value,Viral population,Predicted host
Contig150652672||full,bin.160,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00192027,Virus_045115,BAC_Host_246
Contig150652744||full,bin.160,2,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000000587621,Virus_045117,BAC_Host_246
Contig150683447||full,bin.160,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0281068,Virus_045135,BAC_Host_246
Contig150683560||full,bin.160,2,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0000000378587,Virus_045141,BAC_Host_246
Contig150702106||full,bin.160,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00264963,Virus_045149,BAC_Host_246
Contig150751476||full,bin.160,2,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0000000190963,Virus_045167,BAC_Host_246
Contig150751669||full,bin.160,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00000312582,Virus_045168,BAC_Host_246
Contig150769953||full,bin.160,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000941485,Virus_045174,BAC_Host_246
Contig150782372||full,bin.160,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00274608,Virus_045177,BAC_Host_246
Contig150813138||full,bin.160,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0260022,Virus_045195,BAC_Host_246
Contig150813140||full,bin.160,2.5,NaN,NaN,2.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.26182E-12,Virus_045196,BAC_Host_246
Contig150820482||full,bin.160,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00112989,Virus_045200,BAC_Host_246
Contig150838047||full,bin.160,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0102074,Virus_045214,BAC_Host_246
Contig150844218||full,bin.160,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0120083,Virus_045217,BAC_Host_246
Contig150857200||full,bin.160,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000107743,Virus_045224,BAC_Host_246
Contig15092753||full,bin.160,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00138881,Virus_002838,BAC_Host_246
Contig150936906||lt2gene,bin.160,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0277069,Virus_049463,BAC_Host_246
Contig150980401||full,bin.160,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0000180575,Virus_045290,BAC_Host_246
Contig150986459||full,bin.160,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000991034,Virus_045292,BAC_Host_246
Contig150993622||full,bin.160,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000266775,Virus_045300,BAC_Host_246
Contig151005050||full,bin.160,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0000274289,Virus_045302,BAC_Host_246
Contig151017430||full,bin.160,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0235882,Virus_045307,BAC_Host_246
Contig151073264||full,bin.160,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0121676,Virus_045332,BAC_Host_246
Contig151085496||full,bin.160,2,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000000545271,Virus_045343,BAC_Host_246
Contig151098696||full,bin.160,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0000012649,Virus_045351,BAC_Host_246
Contig151116504||full,bin.160,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000154007,Virus_045358,BAC_Host_246
Contig151116505||full,bin.160,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00000744128,Virus_045359,BAC_Host_246
Contig151147235||full,bin.160,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0122832,Virus_045370,BAC_Host_246
Contig151223227||full,bin.160,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000296657,Virus_045404,BAC_Host_246
Contig151258889||full,bin.160,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0078901,Virus_045429,BAC_Host_246
Contig151271162||full,bin.160,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00809228,Virus_045439,BAC_Host_246
Contig151283476||full,bin.160,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000155348,Virus_045443,BAC_Host_246
Contig151339223||full,bin.160,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0000058427,Virus_045463,BAC_Host_246
Contig151339579||full,bin.160,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000850975,Virus_045465,BAC_Host_246
Contig151363940||full,bin.160,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0000335462,Virus_045471,BAC_Host_246
Contig15137880||full,bin.160,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0353341,Virus_002847,BAC_Host_246
Contig151394960||full,bin.160,2.5,NaN,NaN,2.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.18003E-12,Virus_045484,BAC_Host_246
Contig151457231||full,bin.160,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000110756,Virus_045511,BAC_Host_246
Contig15146788||full,bin.160,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00791823,Virus_002850,BAC_Host_246
Contig151483144||full,bin.160,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00105545,Virus_045519,BAC_Host_246
Contig151487985||full,bin.160,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0014919,Virus_045520,BAC_Host_246
Contig151494258||full,bin.160,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00764688,Virus_045523,BAC_Host_246
Contig151562236||full,bin.160,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00000190015,Virus_045547,BAC_Host_246
Contig151568790||full,bin.160,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00000528306,Virus_045549,BAC_Host_246
Contig151624284||full,bin.160,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000505589,Virus_045581,BAC_Host_246
Contig151624549||full,bin.160,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000288087,Virus_045583,BAC_Host_246
Contig151625419||full,bin.160,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0000212432,Virus_045584,BAC_Host_246
Contig151630322||full,bin.160,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00000591106,Virus_045587,BAC_Host_246
Contig15163291||full,bin.160,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0000101231,Virus_002853,BAC_Host_246
Contig151650257||full,bin.160,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0247662,Virus_045605,BAC_Host_246
Contig151760021||full,bin.160,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0103938,Virus_045651,BAC_Host_246
Contig151784862||full,bin.160,2,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.80152E-10,Virus_045665,BAC_Host_246
Contig151786766||full,bin.160,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0177453,Virus_045666,BAC_Host_246
Contig15179387||full,bin.160,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000211795,Virus_002857,BAC_Host_246
Contig151803413||full,bin.160,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000451525,Virus_045673,BAC_Host_246
Contig151828941||full,bin.160,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000310754,Virus_045693,BAC_Host_246
Contig151834464||full,bin.160,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00132998,Virus_045694,BAC_Host_246
Contig151888685||full,bin.160,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0141819,Virus_045727,BAC_Host_246
Contig151908718||full,bin.160,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000521995,Virus_045737,BAC_Host_246
Contig151915162||full,bin.160,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00163788,Virus_045746,BAC_Host_246
Contig151927224||full,bin.160,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0101646,Virus_045748,BAC_Host_246
Contig151951904||full,bin.160,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000382715,Virus_045758,BAC_Host_246
Contig151964482||full,bin.160,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0121809,Virus_045764,BAC_Host_246
Contig151978322||full,bin.160,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0109823,Virus_045771,BAC_Host_246
Contig152032423||full,bin.160,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0392352,Virus_045789,BAC_Host_246
Contig152051547||full,bin.160,2,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000000642975,Virus_045794,BAC_Host_246
Contig152119101||full,bin.160,2,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00000000431089,Virus_045824,BAC_Host_246
Contig152125324||full,bin.160,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00294752,Virus_045827,BAC_Host_246
Contig152125376||full,bin.160,2,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0000000434655,Virus_045828,BAC_Host_246
Contig152137721||full,bin.160,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00533861,Virus_045836,BAC_Host_246
Contig152150101||full,bin.160,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00290119,Virus_045845,BAC_Host_246
Contig152150102||full,bin.160,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00000638489,Virus_045846,BAC_Host_246
Contig152151458||full,bin.160,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00000373259,Virus_045851,BAC_Host_246
Contig152156467||full,bin.160,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00864973,Virus_045852,BAC_Host_246
Contig152168901||full,bin.160,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000588578,Virus_045857,BAC_Host_246
Contig152170089||full,bin.160,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0155573,Virus_045859,BAC_Host_246
Contig152224678||full,bin.160,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00119182,Virus_045879,BAC_Host_246
Contig152323558||full,bin.160,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0372122,Virus_045926,BAC_Host_246
Contig152336776||full,bin.160,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0277927,Virus_045935,BAC_Host_246
Contig152349874||full,bin.160,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00547031,Virus_045940,BAC_Host_246
Contig152360890||full,bin.160,2,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00000025455,Virus_045945,BAC_Host_246
Contig152416798||full,bin.160,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00405997,Virus_045972,BAC_Host_246
Contig152460421||full,bin.160,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000442653,Virus_045990,BAC_Host_246
Contig152479159||full,bin.160,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00135098,Virus_046004,BAC_Host_246
Contig152485372||full,bin.160,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00169272,Virus_046009,BAC_Host_246
Contig152491489||full,bin.160,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0000067678,Virus_046013,BAC_Host_246
Contig152529064||full,bin.160,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0413514,Virus_046027,BAC_Host_246
Contig152534811||full,bin.160,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000771888,Virus_046030,BAC_Host_246
Contig152535799||full,bin.160,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00767235,Virus_046033,BAC_Host_246
Contig152553518||full,bin.160,2,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000000021738,Virus_046043,BAC_Host_246
Contig152572026||full,bin.160,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000354053,Virus_046049,BAC_Host_246
Contig152640490||full,bin.160,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0180296,Virus_046085,BAC_Host_246
Contig152659050||full,bin.160,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000386469,Virus_046094,BAC_Host_246
Contig152708862||full,bin.160,2,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000000266521,Virus_046128,BAC_Host_246
Contig152727465||full,bin.160,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0167628,Virus_046136,BAC_Host_246
Contig152728719||full,bin.160,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0334962,Virus_046138,BAC_Host_246
Contig152739956||full,bin.160,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00262053,Virus_046144,BAC_Host_246
Contig152764651||full,bin.160,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000828688,Virus_046158,BAC_Host_246
Contig152771123||full,bin.160,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000322387,Virus_046165,BAC_Host_246
Contig152783478||full,bin.160,2,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0000000149523,Virus_046173,BAC_Host_246
Contig152785101||full,bin.160,2,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.13816E-11,Virus_046177,BAC_Host_246
Contig152820676||full,bin.160,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0023116,Virus_046193,BAC_Host_246
Contig152821036||full,bin.160,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00000209748,Virus_046196,BAC_Host_246
Contig152826948||full,bin.160,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000693511,Virus_046202,BAC_Host_246
Contig152845747||full,bin.160,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0016123,Virus_046212,BAC_Host_246
Contig152870282||full,bin.160,2,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.11772E-11,Virus_046219,BAC_Host_246
Contig152876536||full,bin.160,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00146329,Virus_046223,BAC_Host_246
Contig152895291||full,bin.160,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0064513,Virus_046233,BAC_Host_246
Contig152895306||full,bin.160,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0484836,Virus_046239,BAC_Host_246
Contig152895324||full,bin.160,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0115302,Virus_046241,BAC_Host_246
Contig15292702||full,bin.160,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0000491578,Virus_002870,BAC_Host_246
Contig152951944||full,bin.160,2,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000000909866,Virus_046272,BAC_Host_246
Contig152957191||full,bin.160,2,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.37792E-10,Virus_046276,BAC_Host_246
Contig152994366||full,bin.160,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00833157,Virus_046286,BAC_Host_246
Contig15299611||full,bin.160,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00224995,Virus_002873,BAC_Host_246
Contig153006678||full,bin.160,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000265637,Virus_046294,BAC_Host_246
Contig153006698||full,bin.160,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000672517,Virus_046295,BAC_Host_246
Contig153008392||full,bin.160,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00379137,Virus_046296,BAC_Host_246
Contig153050287||full,bin.160,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00138698,Virus_046310,BAC_Host_246
Contig153057613||full,bin.160,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000358557,Virus_046313,BAC_Host_246
Contig153068869||full,bin.160,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0226879,Virus_046319,BAC_Host_246
Contig153075342||full,bin.160,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00232364,Virus_046322,BAC_Host_246
Contig153088035||full,bin.160,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0321909,Virus_046325,BAC_Host_246
Contig153093783||full,bin.160,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0000064037,Virus_046326,BAC_Host_246
Contig153108110||full,bin.160,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0140629,Virus_046331,BAC_Host_246
Contig153112419||full,bin.160,2,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00000000856704,Virus_046334,BAC_Host_246
Contig153118558||full,bin.160,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.01161,Virus_046338,BAC_Host_246
Contig153139767||full,bin.160,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00513962,Virus_046353,BAC_Host_246
Contig153156495||full,bin.160,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00000203196,Virus_046363,BAC_Host_246
Contig153180882||full,bin.160,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00346633,Virus_046376,BAC_Host_246
Contig153199492||full,bin.160,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0448346,Virus_046380,BAC_Host_246
Contig153240540||full,bin.160,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.03109,Virus_046401,BAC_Host_246
Contig153255544||full,bin.160,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00247671,Virus_046404,BAC_Host_246
Contig153299086||full,bin.160,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00178825,Virus_046423,BAC_Host_246
Contig153317846||full,bin.160,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000223134,Virus_046436,BAC_Host_246
Contig153330832||full,bin.160,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00718984,Virus_046448,BAC_Host_246
Contig153330917||full,bin.160,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0122243,Virus_046449,BAC_Host_246
Contig153349122||full,bin.160,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0209347,Virus_046455,BAC_Host_246
Contig15336130||full,bin.160,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0096067,Virus_002876,BAC_Host_246
Contig153430532||full,bin.160,2,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.35929E-10,Virus_046497,BAC_Host_246
Contig153442401||full,bin.160,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00000326422,Virus_046502,BAC_Host_246
Contig153443402||full,bin.160,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0051069,Virus_046503,BAC_Host_246
Contig153448553||full,bin.160,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000341099,Virus_046504,BAC_Host_246
Contig15346641||full,bin.160,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0000235438,Virus_002882,BAC_Host_246
Contig153473556||full,bin.160,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00592542,Virus_046515,BAC_Host_246
Contig153485922||full,bin.160,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00123324,Virus_046524,BAC_Host_246
Contig153492188||full,bin.160,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00000720177,Virus_046528,BAC_Host_246
Contig153498401||full,bin.160,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0000261393,Virus_046531,BAC_Host_246
Contig153506844||full,bin.160,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000413703,Virus_046537,BAC_Host_246
Contig153548173||full,bin.160,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0173424,Virus_046552,BAC_Host_246
Contig153568411||full,bin.160,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000304726,Virus_046566,BAC_Host_246
Contig153579444||full,bin.160,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00555338,Virus_046573,BAC_Host_246
Contig153579556||full,bin.160,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000072615,Virus_046577,BAC_Host_246
Contig153585689||full,bin.160,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00895762,Virus_046580,BAC_Host_246
Contig153591839||full,bin.160,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00000632476,Virus_046582,BAC_Host_246
Contig153641667||full,bin.160,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0313418,Virus_046601,BAC_Host_246
Contig153647947||full,bin.160,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00139769,Virus_046607,BAC_Host_246
Contig153660415||full,bin.160,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0293029,Virus_046613,BAC_Host_246
Contig153674990||full,bin.160,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0102377,Virus_046622,BAC_Host_246
Contig153678997||full,bin.160,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0020088,Virus_046626,BAC_Host_246
Contig153685246||full,bin.160,2,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000000143357,Virus_046630,BAC_Host_246
Contig153703960||full,bin.160,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0000013259,Virus_046643,BAC_Host_246
Contig153728807||full,bin.160,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000845151,Virus_046655,BAC_Host_246
Contig153735653||full,bin.160,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0432065,Virus_046658,BAC_Host_246
Contig153741386||full,bin.160,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00940088,Virus_046664,BAC_Host_246
Contig153753886||full,bin.160,2,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00000000200463,Virus_046672,BAC_Host_246
Contig153854539||full,bin.160,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00000352044,Virus_046718,BAC_Host_246
Contig153866151||full,bin.160,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0066325,Virus_046719,BAC_Host_246
Contig153885928||full,bin.160,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0108215,Virus_046726,BAC_Host_246
Contig15390019||full,bin.160,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00000418528,Virus_002887,BAC_Host_246
Contig153904193||full,bin.160,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000964581,Virus_046730,BAC_Host_246
Contig153921970||full,bin.160,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00753045,Virus_046737,BAC_Host_246
Contig153928269||full,bin.160,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000519205,Virus_046739,BAC_Host_246
Contig153940781||full,bin.160,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0303947,Virus_046747,BAC_Host_246
Contig153959536||full,bin.160,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00661738,Virus_046760,BAC_Host_246
