	VIRSorter category	Circular	Prophage	Gene count	Strand switches	potential AMG count	Transposase present	Possible Non-Viral Contig	Viral genes with host benefits	Viral genes with unknown function	Viral hypothetical genes	Viral structure genes	Viral genes with viral benefits	Viral replication genes
Contig134461816||full	0	False	0	55	0	0	False	0.0	0.0	2.0	49.0	3.0	0.0	1.0
Contig134462421||full	0	False	0	4	2	0	False	0.0	0.0	0.0	3.0	0.0	0.0	1.0
Contig134468452||full	0	False	0	3	1	0	False	0.0	0.0	0.0	3.0	0.0	0.0	0.0
Contig134468462||full	0	False	0	3	0	0	False	0.0	0.0	1.0	2.0	0.0	0.0	0.0
Contig134468466||full	0	False	0	2	0	0	False	0.5	1.0	0.0	1.0	0.0	0.0	0.0
Contig134474576||full	0	False	0	3	1	0	False	0.0	0.0	1.0	2.0	0.0	0.0	0.0
Contig134481681||full	0	False	0	4	0	0	False	0.25	1.0	0.0	3.0	0.0	0.0	0.0
Contig134486809||full	0	False	0	4	0	0	False	0.0	0.0	0.0	4.0	0.0	0.0	0.0
Contig134486857||full	0	False	0	22	8	0	False	0.0	0.0	0.0	21.0	0.0	0.0	1.0
Contig134492864||full	0	False	0	108	6	1	False	0.037037037037037035	4.0	6.0	95.0	0.0	0.0	3.0
Contig134492870||full	0	False	0	4	3	0	False	0.25	1.0	0.0	3.0	0.0	0.0	0.0
Contig134493193||full	0	False	0	6	1	0	False	0.0	0.0	0.0	6.0	0.0	0.0	0.0
Contig134493199||full	0	False	0	8	0	0	False	0.0	0.0	0.0	8.0	0.0	0.0	0.0
Contig134495335||full	0	False	0	9	4	0	False	0.0	0.0	0.0	9.0	0.0	0.0	0.0
Contig134498989||full	0	False	0	9	3	0	False	0.0	0.0	0.0	9.0	0.0	0.0	0.0
Contig134505037||full	0	False	0	8	3	0	False	0.125	1.0	0.0	7.0	0.0	0.0	0.0
Contig134505051||full	0	False	0	5	0	0	False	0.0	0.0	0.0	5.0	0.0	0.0	0.0
Contig134511222||full	0	False	0	8	0	0	False	0.0	0.0	0.0	8.0	0.0	0.0	0.0
Contig134511266||full	0	False	0	8	4	0	False	0.0	0.0	1.0	7.0	0.0	0.0	0.0
Contig134512002||full	0	False	0	3	2	0	False	0.0	0.0	0.0	3.0	0.0	0.0	0.0
Contig134517266||full	0	False	0	4	0	0	False	0.0	0.0	2.0	1.0	0.0	0.0	1.0
Contig134525898||full	0	False	0	4	0	0	False	0.0	0.0	0.0	4.0	0.0	0.0	0.0
Contig134535641||full	0	False	0	3	1	1	False	0.0	0.0	1.0	2.0	0.0	0.0	0.0
Contig134535660||full	0	False	0	3	2	0	False	0.0	0.0	0.0	2.0	0.0	0.0	1.0
Contig134535812||full	0	False	0	5	2	0	False	0.0	0.0	0.0	5.0	0.0	0.0	0.0
Contig134536294||full	0	False	0	9	2	0	False	0.0	0.0	0.0	7.0	0.0	0.0	2.0
Contig134536299||full	0	False	0	4	0	0	False	0.0	0.0	1.0	3.0	0.0	0.0	0.0
Contig134541728||full	0	False	0	11	0	0	False	0.0	0.0	3.0	8.0	0.0	0.0	0.0
Contig134543864||full	0	False	0	2	1	0	False	0.0	0.0	0.0	2.0	0.0	0.0	0.0
Contig134547861||full	0	False	0	5	1	0	False	0.0	0.0	0.0	5.0	0.0	0.0	0.0
Contig134547905||full	0	False	0	4	0	0	False	0.0	0.0	0.0	4.0	0.0	0.0	0.0
Contig134561165||full	0	False	0	4	0	0	False	0.25	1.0	0.0	3.0	0.0	0.0	0.0
Contig13456699||full	0	False	0	4	0	0	False	0.0	0.0	0.0	4.0	0.0	0.0	0.0
Contig134572189||full	0	False	0	6	0	0	False	0.0	0.0	0.0	5.0	0.0	0.0	1.0
Contig134578239||full	0	False	0	7	0	0	False	0.0	0.0	0.0	6.0	1.0	0.0	0.0
Contig134578241||full	0	False	0	7	2	0	False	0.14285714285714285	1.0	0.0	6.0	0.0	0.0	0.0
Contig134578245||full	0	False	0	4	1	0	False	0.0	0.0	0.0	4.0	0.0	0.0	0.0
Contig134578535||full	0	False	0	6	0	0	False	0.0	0.0	0.0	6.0	0.0	0.0	0.0
Contig134579094||full	0	False	0	25	8	0	False	0.04	1.0	2.0	18.0	3.0	0.0	1.0
Contig134579095||full	0	False	0	14	6	0	False	0.07142857142857142	1.0	1.0	10.0	0.0	2.0	0.0
Contig134579100||full	0	False	0	5	0	0	False	0.2	1.0	0.0	4.0	0.0	0.0	0.0
Contig134579101||full	0	False	0	52	12	1	False	0.019230769230769232	1.0	7.0	40.0	0.0	2.0	2.0
Contig134584296||full	0	False	0	5	1	0	False	0.0	0.0	0.0	5.0	0.0	0.0	0.0
Contig134584305||full	0	False	0	5	3	0	False	0.0	0.0	0.0	5.0	0.0	0.0	0.0
Contig134585090||full	0	False	0	3	1	0	False	0.0	0.0	0.0	3.0	0.0	0.0	0.0
Contig134590777||full	0	False	0	4	2	0	False	0.0	0.0	0.0	4.0	0.0	0.0	0.0
Contig134592042||full	0	False	0	3	0	0	False	0.0	0.0	0.0	3.0	0.0	0.0	0.0
Contig134602533||full	0	False	0	3	2	0	False	0.0	0.0	0.0	2.0	0.0	0.0	1.0
Contig134608629||full	0	False	0	4	1	0	False	0.25	1.0	0.0	3.0	0.0	0.0	0.0
Contig134608631||full	0	False	0	14	2	0	False	0.0	0.0	3.0	11.0	0.0	0.0	0.0
Contig134608651||full	0	False	0	9	0	0	False	0.0	0.0	1.0	8.0	0.0	0.0	0.0
Contig134616844||full	0	False	0	5	2	0	False	0.2	1.0	0.0	4.0	0.0	0.0	0.0
Contig134620803||full	0	False	0	4	1	0	False	0.0	0.0	0.0	3.0	0.0	0.0	1.0
Contig134626959||full	0	False	0	5	2	0	False	0.0	0.0	0.0	5.0	0.0	0.0	0.0
Contig134632966||full	0	False	0	3	0	0	False	0.6666666666666666	2.0	0.0	1.0	0.0	0.0	0.0
Contig134639026||full	0	False	0	8	0	0	False	0.0	0.0	0.0	8.0	0.0	0.0	0.0
Contig134639028||full	0	False	0	9	1	0	False	0.0	0.0	1.0	8.0	0.0	0.0	0.0
Contig134639029||full	0	False	0	5	1	0	False	0.0	0.0	0.0	5.0	0.0	0.0	0.0
Contig1346415||full	0	False	0	7	3	0	False	0.0	0.0	0.0	7.0	0.0	0.0	0.0
Contig134645180||full	0	False	0	2	1	0	False	0.5	1.0	0.0	1.0	0.0	0.0	0.0
Contig134657357||full	0	False	0	3	1	0	False	0.0	0.0	0.0	3.0	0.0	0.0	0.0
Contig134657358||full	0	False	0	4	0	0	False	0.0	0.0	1.0	3.0	0.0	0.0	0.0
Contig134657359||full	0	False	0	8	0	0	False	0.0	0.0	2.0	6.0	0.0	0.0	0.0
Contig134657361||full	0	False	0	42	0	1	False	0.0	0.0	6.0	36.0	0.0	0.0	0.0
Contig134657362||full	0	False	0	6	1	0	False	0.0	0.0	0.0	6.0	0.0	0.0	0.0
Contig134657363||full	0	False	0	25	1	0	False	0.0	0.0	0.0	25.0	0.0	0.0	0.0
Contig134657373||full	0	False	0	3	0	0	False	0.0	0.0	0.0	2.0	0.0	0.0	1.0
Contig134657423||full	0	False	0	3	2	0	False	0.0	0.0	0.0	3.0	0.0	0.0	0.0
Contig134669609||full	0	False	0	6	3	0	False	0.0	0.0	0.0	6.0	0.0	0.0	0.0
Contig134670645||full	0	False	0	24	2	0	False	0.0	0.0	3.0	21.0	0.0	0.0	0.0
Contig134675612||full	0	False	0	8	2	0	False	0.0	0.0	0.0	8.0	0.0	0.0	0.0
Contig134675615||full	0	False	0	9	3	0	False	0.0	0.0	1.0	8.0	0.0	0.0	0.0
Contig134675617||full	0	False	0	7	0	0	False	0.0	0.0	1.0	6.0	0.0	0.0	0.0
Contig134681759||full	0	False	0	58	4	0	False	0.017241379310344827	1.0	10.0	44.0	2.0	0.0	1.0
Contig134687716||full	0	False	0	54	5	0	False	0.018518518518518517	1.0	1.0	50.0	0.0	0.0	2.0
Contig134693931||full	0	False	0	4	0	0	False	0.0	0.0	0.0	4.0	0.0	0.0	0.0
Contig134700542||full	0	False	0	4	1	0	False	0.0	0.0	0.0	4.0	0.0	0.0	0.0
Contig134706027||full	0	False	0	2	0	0	False	0.0	0.0	0.0	2.0	0.0	0.0	0.0
Contig134706037||full	0	False	0	4	0	0	False	0.0	0.0	1.0	3.0	0.0	0.0	0.0
Contig134706218||full	0	False	0	6	0	0	False	0.0	0.0	1.0	5.0	0.0	0.0	0.0
Contig134706219||full	0	False	0	6	0	0	False	0.0	0.0	0.0	6.0	0.0	0.0	0.0
Contig134707379||full	0	False	0	5	2	0	False	0.2	1.0	0.0	4.0	0.0	0.0	0.0
Contig134712078||full	0	False	0	6	1	0	False	0.0	0.0	0.0	5.0	1.0	0.0	0.0
Contig134718288||full	0	False	0	3	1	0	False	0.0	0.0	0.0	3.0	0.0	0.0	0.0
Contig134732414||full	0	False	0	4	1	0	False	0.0	0.0	0.0	4.0	0.0	0.0	0.0
Contig134732922||full	0	False	0	4	1	0	False	0.25	1.0	0.0	3.0	0.0	0.0	0.0
Contig13473572||full	0	False	0	4	0	0	False	0.0	0.0	1.0	3.0	0.0	0.0	0.0
Contig134736563||full	0	False	0	5	0	0	False	0.4	2.0	0.0	3.0	0.0	0.0	0.0
Contig134742537||full	0	False	0	5	2	0	False	0.0	0.0	1.0	4.0	0.0	0.0	0.0
Contig134742627||full	0	False	0	4	0	0	False	0.0	0.0	0.0	4.0	0.0	0.0	0.0
Contig134748638||full	0	False	0	5	1	0	True	0.0	0.0	0.0	4.0	0.0	0.0	1.0
Contig134748818||full	0	False	0	4	1	0	False	0.0	0.0	1.0	3.0	0.0	0.0	0.0
Contig134760940||full	0	False	0	5	3	0	False	0.2	1.0	0.0	4.0	0.0	0.0	0.0
Contig134766624||full	0	False	0	41	2	0	False	0.0	0.0	2.0	39.0	0.0	0.0	0.0
Contig134773099||full	0	False	0	6	0	0	False	0.0	0.0	1.0	5.0	0.0	0.0	0.0
Contig134773100||full	0	False	0	19	2	0	False	0.0	0.0	5.0	13.0	1.0	0.0	0.0
Contig134773518||full	0	False	0	8	0	0	False	0.0	0.0	1.0	6.0	0.0	1.0	0.0
Contig134773883||full	0	False	0	4	0	0	False	0.25	1.0	0.0	3.0	0.0	0.0	0.0
Contig1347745||full	0	False	0	6	4	0	False	0.0	0.0	0.0	6.0	0.0	0.0	0.0
Contig134779442||full	0	False	0	5	0	0	False	0.0	0.0	0.0	4.0	0.0	0.0	1.0
Contig134781330||full	0	False	0	6	0	0	False	0.0	0.0	0.0	5.0	0.0	0.0	1.0
Contig13478275||full	0	False	0	4	2	0	False	0.25	1.0	0.0	3.0	0.0	0.0	0.0
Contig134785304||full	0	False	0	3	1	0	False	0.3333333333333333	1.0	0.0	2.0	0.0	0.0	0.0
Contig134785348||full	0	False	0	7	0	0	False	0.14285714285714285	1.0	0.0	6.0	0.0	0.0	0.0
Contig134785383||full	0	False	0	5	0	0	False	0.0	0.0	0.0	5.0	0.0	0.0	0.0
Contig134791248||full	0	False	0	5	2	0	False	0.0	0.0	0.0	5.0	0.0	0.0	0.0
Contig134791258||full	0	False	0	3	2	0	False	0.0	0.0	0.0	3.0	0.0	0.0	0.0
Contig134797350||full	0	False	0	3	0	0	False	0.0	0.0	1.0	2.0	0.0	0.0	0.0
Contig134815570||full	0	False	0	8	0	0	False	0.0	0.0	1.0	7.0	0.0	0.0	0.0
Contig134815600||full	0	False	0	4	3	0	False	0.0	0.0	0.0	4.0	0.0	0.0	0.0
Contig134821696||full	0	False	0	4	0	0	False	0.0	0.0	1.0	3.0	0.0	0.0	0.0
Contig134829012||full	0	False	0	5	1	0	False	0.0	0.0	0.0	5.0	0.0	0.0	0.0
Contig134833809||full	0	False	0	4	3	0	False	0.25	1.0	0.0	3.0	0.0	0.0	0.0
Contig134834340||full	0	False	0	7	1	0	False	0.0	0.0	0.0	7.0	0.0	0.0	0.0
Contig134839882||full	0	False	0	7	2	0	False	0.0	0.0	0.0	7.0	0.0	0.0	0.0
Contig134840129||full	0	False	0	5	1	0	False	0.0	0.0	0.0	5.0	0.0	0.0	0.0
Contig134840610||full	0	False	0	6	1	0	False	0.0	0.0	0.0	6.0	0.0	0.0	0.0
Contig134845859||full	0	False	0	4	0	0	False	0.0	0.0	1.0	3.0	0.0	0.0	0.0
Contig134851950||full	0	False	0	6	0	0	False	0.0	0.0	1.0	5.0	0.0	0.0	0.0
Contig134851952||full	0	False	0	9	0	0	False	0.0	0.0	1.0	8.0	0.0	0.0	0.0
Contig134858203||full	0	False	0	5	0	0	False	0.0	0.0	1.0	4.0	0.0	0.0	0.0
Contig134858504||full	0	False	0	3	1	0	False	0.0	0.0	0.0	3.0	0.0	0.0	0.0
Contig134858671||full	0	False	0	9	0	0	False	0.0	0.0	1.0	7.0	0.0	0.0	1.0
Contig134864137||full	0	False	0	5	0	0	False	0.4	2.0	0.0	3.0	0.0	0.0	0.0
Contig134864479||full	0	False	0	2	1	0	False	0.0	0.0	0.0	2.0	0.0	0.0	0.0
Contig134870411||full	0	False	0	8	0	0	False	0.0	0.0	0.0	8.0	0.0	0.0	0.0
Contig134870872||full	0	False	0	3	0	0	False	0.0	0.0	0.0	3.0	0.0	0.0	0.0
Contig134872693||full	0	False	0	3	0	0	False	0.0	0.0	0.0	3.0	0.0	0.0	0.0
Contig134876322||full	0	False	0	8	0	0	False	0.0	0.0	0.0	8.0	0.0	0.0	0.0
Contig134876323||full	0	False	0	6	0	0	False	0.0	0.0	0.0	6.0	0.0	0.0	0.0
Contig134882365||lt2gene	0	False	0	2	0	0	False	0.0	0.0	0.0	2.0	0.0	0.0	0.0
Contig134882397||full	0	False	0	7	1	0	False	0.14285714285714285	1.0	1.0	4.0	0.0	0.0	1.0
Contig134882398||full	0	False	0	9	1	0	False	0.0	0.0	0.0	9.0	0.0	0.0	0.0
Contig134882399||full	0	False	0	12	1	0	False	0.0	0.0	0.0	12.0	0.0	0.0	0.0
Contig134882400||full	0	False	0	4	2	0	False	0.0	0.0	0.0	4.0	0.0	0.0	0.0
Contig134888787||full	0	False	0	4	1	0	False	0.25	1.0	0.0	3.0	0.0	0.0	0.0
Contig134889418||full	0	False	0	7	0	0	False	0.0	0.0	0.0	7.0	0.0	0.0	0.0
Contig134894534||full	0	False	0	10	0	0	False	0.0	0.0	1.0	9.0	0.0	0.0	0.0
Contig13489602||full	0	False	0	4	1	0	False	0.0	0.0	0.0	4.0	0.0	0.0	0.0
Contig134906708||full	0	False	0	6	0	0	False	0.0	0.0	0.0	6.0	0.0	0.0	0.0
Contig134920859||full	0	False	0	16	9	0	False	0.0625	1.0	0.0	15.0	0.0	0.0	0.0
Contig134925981||full	0	False	0	10	3	0	False	0.0	0.0	0.0	10.0	0.0	0.0	0.0
Contig134931129||full	0	False	0	3	1	0	False	0.3333333333333333	1.0	0.0	2.0	0.0	0.0	0.0
Contig134937188||full	0	False	0	3	1	0	False	0.0	0.0	0.0	3.0	0.0	0.0	0.0
Contig134939620||full	0	False	0	4	1	0	False	0.0	0.0	0.0	4.0	0.0	0.0	0.0
Contig134943251||full	0	False	0	70	12	5	False	0.04285714285714286	3.0	3.0	63.0	0.0	0.0	1.0
Contig134943252||full	0	False	0	45	8	2	False	0.08888888888888889	4.0	5.0	35.0	0.0	0.0	1.0
Contig134943254||full	0	False	0	12	2	0	False	0.08333333333333333	1.0	3.0	8.0	0.0	0.0	0.0
Contig134943255||full	0	False	0	12	0	2	False	0.0	0.0	0.0	11.0	0.0	0.0	1.0
Contig134943256||full	0	False	0	27	2	1	False	0.037037037037037035	1.0	4.0	21.0	0.0	0.0	1.0
Contig134943257||full	0	False	0	10	0	0	False	0.0	0.0	0.0	10.0	0.0	0.0	0.0
Contig134943259||full	0	False	0	14	4	1	False	0.0	0.0	4.0	9.0	0.0	0.0	1.0
Contig134943261||full	0	False	0	32	4	1	False	0.03125	1.0	4.0	24.0	0.0	0.0	3.0
Contig134943276||full	0	False	0	10	0	0	False	0.0	0.0	1.0	9.0	0.0	0.0	0.0
Contig134943278||full	0	False	0	14	1	0	True	0.0	0.0	2.0	9.0	0.0	0.0	3.0
Contig134943280||full	0	False	0	4	0	1	False	0.5	2.0	0.0	2.0	0.0	0.0	0.0
Contig13494464||full	0	False	0	11	2	0	False	0.0	0.0	0.0	11.0	0.0	0.0	0.0
Contig134949420||full	0	False	0	3	0	0	False	0.0	0.0	0.0	3.0	0.0	0.0	0.0
Contig134961699||full	0	False	0	5	0	0	False	0.0	0.0	0.0	5.0	0.0	0.0	0.0
Contig134962252||full	0	False	0	8	0	0	False	0.0	0.0	0.0	8.0	0.0	0.0	0.0
Contig134962509||full	0	False	0	6	0	0	False	0.0	0.0	0.0	6.0	0.0	0.0	0.0
Contig134973851||full	0	False	0	8	0	0	False	0.0	0.0	0.0	8.0	0.0	0.0	0.0
Contig134980021||full	0	False	0	5	1	0	False	0.0	0.0	0.0	5.0	0.0	0.0	0.0
Contig134998236||full	0	False	0	24	5	0	False	0.0	0.0	3.0	21.0	0.0	0.0	0.0
Contig13499833||full	0	False	0	5	1	0	False	0.0	0.0	0.0	5.0	0.0	0.0	0.0
Contig135010300||full	0	False	0	12	4	0	True	0.0	0.0	0.0	8.0	0.0	0.0	4.0
Contig135022538||full	0	False	0	5	0	0	False	0.2	1.0	0.0	4.0	0.0	0.0	0.0
Contig135034452||full	0	False	0	2	0	0	False	0.0	0.0	0.0	2.0	0.0	0.0	0.0
Contig135046585||full	0	False	0	31	10	0	False	0.0	0.0	2.0	27.0	0.0	0.0	2.0
Contig135046586||full	0	False	0	8	0	0	False	0.0	0.0	0.0	8.0	0.0	0.0	0.0
Contig135046611||full	0	False	0	3	0	0	False	0.0	0.0	0.0	3.0	0.0	0.0	0.0
Contig13505273||full	0	False	0	3	0	0	False	0.0	0.0	1.0	2.0	0.0	0.0	0.0
Contig135059283||full	0	False	0	12	0	0	False	0.0	0.0	0.0	12.0	0.0	0.0	0.0
Contig135077149||full	0	False	0	5	0	0	False	0.0	0.0	0.0	5.0	0.0	0.0	0.0
Contig135078094||full	0	False	0	4	1	0	False	0.0	0.0	0.0	4.0	0.0	0.0	0.0
Contig135078618||full	0	False	0	6	0	0	False	0.0	0.0	1.0	5.0	0.0	0.0	0.0
Contig135083138||full	0	False	0	4	0	0	False	0.0	0.0	1.0	3.0	0.0	0.0	0.0
Contig135085175||full	0	False	0	4	2	0	False	0.25	1.0	0.0	3.0	0.0	0.0	0.0
Contig135089310||full	0	False	0	5	0	0	False	0.0	0.0	0.0	5.0	0.0	0.0	0.0
Contig135089625||full	0	False	0	6	4	0	False	0.0	0.0	0.0	6.0	0.0	0.0	0.0
Contig135095228||lt2gene	0	False	0	1	0	0	False	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Contig135101348||full	0	False	0	4	2	0	False	0.0	0.0	0.0	4.0	0.0	0.0	0.0
Contig135101381||full	0	False	0	3	1	0	False	0.0	0.0	0.0	2.0	0.0	1.0	0.0
Contig135113558||full	0	False	0	4	1	0	False	0.0	0.0	2.0	2.0	0.0	0.0	0.0
Contig135113562||full	0	False	0	20	9	0	False	0.0	0.0	0.0	20.0	0.0	0.0	0.0
Contig135119661||full	0	False	0	4	0	0	False	0.0	0.0	0.0	3.0	0.0	0.0	1.0
Contig135119662||full	0	False	0	4	2	0	False	0.0	0.0	0.0	4.0	0.0	0.0	0.0
Contig135120032||lt2gene	0	False	0	2	0	0	False	0.0	0.0	0.0	2.0	0.0	0.0	0.0
Contig135132033||full	0	False	0	7	2	1	False	0.0	0.0	0.0	7.0	0.0	0.0	0.0
Contig135144222||full	0	False	0	5	0	0	False	0.0	0.0	1.0	4.0	0.0	0.0	0.0
Contig135144383||full	0	False	0	2	0	0	False	0.0	0.0	0.0	2.0	0.0	0.0	0.0
Contig135150212||full	0	False	0	7	0	0	False	0.0	0.0	1.0	6.0	0.0	0.0	0.0
Contig13515526||full	0	False	0	3	0	0	False	0.0	0.0	0.0	3.0	0.0	0.0	0.0
Contig1351776||full	0	False	0	3	0	0	False	0.0	0.0	0.0	3.0	0.0	0.0	0.0
Contig135186624||full	0	False	0	4	1	0	False	0.0	0.0	0.0	4.0	0.0	0.0	0.0
Contig135186772||full	0	False	0	11	1	0	False	0.18181818181818182	2.0	2.0	7.0	0.0	0.0	0.0
Contig135192952||full	0	False	0	4	3	0	True	0.0	0.0	0.0	3.0	0.0	0.0	1.0
Contig135193751||full	0	False	0	5	0	0	False	0.0	0.0	0.0	5.0	0.0	0.0	0.0
Contig135204407||full	0	False	0	27	3	0	False	0.0	0.0	2.0	25.0	0.0	0.0	0.0
Contig135205632||full	0	False	0	67	15	0	False	0.0	0.0	0.0	67.0	0.0	0.0	0.0
Contig135213122||full	0	False	0	9	3	0	False	0.0	0.0	1.0	8.0	0.0	0.0	0.0
Contig13521497||full	0	False	0	8	3	0	False	0.0	0.0	0.0	8.0	0.0	0.0	0.0
Contig135216989||full	0	False	0	5	1	0	False	0.0	0.0	0.0	5.0	0.0	0.0	0.0
Contig135216991||full	0	False	0	5	0	0	False	0.2	1.0	0.0	4.0	0.0	0.0	0.0
Contig135217314||full	0	False	0	6	0	0	False	0.0	0.0	1.0	5.0	0.0	0.0	0.0
Contig135223012||full	0	False	0	5	2	0	False	0.0	0.0	0.0	5.0	0.0	0.0	0.0
Contig135229523||full	0	False	0	5	0	0	False	0.0	0.0	0.0	5.0	0.0	0.0	0.0
Contig135229699||full	0	False	0	4	1	0	False	0.25	1.0	0.0	3.0	0.0	0.0	0.0
Contig135241390||full	0	False	0	4	0	0	False	0.0	0.0	0.0	4.0	0.0	0.0	0.0
Contig135241867||full	0	False	0	5	2	0	False	0.0	0.0	0.0	5.0	0.0	0.0	0.0
Contig135247564||full	0	False	0	5	0	0	False	0.0	0.0	1.0	4.0	0.0	0.0	0.0
Contig135248476||full	0	False	0	7	1	0	False	0.0	0.0	0.0	7.0	0.0	0.0	0.0
Contig135248479||full	0	False	0	8	0	0	False	0.0	0.0	2.0	6.0	0.0	0.0	0.0
Contig135253675||full	0	False	0	2	0	0	False	0.0	0.0	0.0	2.0	0.0	0.0	0.0
Contig135253682||full	0	False	0	3	1	0	False	0.0	0.0	1.0	2.0	0.0	0.0	0.0
Contig135259700||lt2gene	0	False	0	1	0	0	False	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Contig135259718||full	0	False	0	4	1	0	False	0.25	1.0	0.0	3.0	0.0	0.0	0.0
Contig13526895||full	0	False	0	5	2	0	False	0.0	0.0	1.0	4.0	0.0	0.0	0.0
Contig135271983||full	0	False	0	3	0	0	False	0.0	0.0	0.0	3.0	0.0	0.0	0.0
Contig135278041||full	0	False	0	3	0	0	False	0.0	0.0	0.0	3.0	0.0	0.0	0.0
Contig135284297||full	0	False	0	4	0	0	False	0.0	0.0	0.0	3.0	0.0	0.0	1.0
Contig135290223||full	0	False	0	4	1	0	False	0.0	0.0	0.0	4.0	0.0	0.0	0.0
Contig135290272||full	0	False	0	3	0	0	False	0.0	0.0	0.0	3.0	0.0	0.0	0.0
Contig135291621||full	0	False	0	4	0	0	False	0.0	0.0	0.0	4.0	0.0	0.0	0.0
Contig135296328||full	0	False	0	3	0	0	False	0.0	0.0	0.0	3.0	0.0	0.0	0.0
Contig135302589||full	0	False	0	7	3	0	False	0.0	0.0	0.0	7.0	0.0	0.0	0.0
Contig135308519||full	0	False	0	3	1	0	False	0.0	0.0	0.0	3.0	0.0	0.0	0.0
Contig135308533||full	0	False	0	7	2	1	False	0.0	0.0	1.0	6.0	0.0	0.0	0.0
Contig135308538||full	0	False	0	4	0	1	False	0.0	0.0	0.0	4.0	0.0	0.0	0.0
Contig135308556||full	0	False	0	14	1	0	False	0.0	0.0	1.0	13.0	0.0	0.0	0.0
Contig135314721||full	0	False	0	6	0	0	False	0.0	0.0	1.0	4.0	0.0	0.0	1.0
Contig135314964||full	0	False	0	4	0	0	False	0.0	0.0	1.0	2.0	0.0	0.0	1.0
Contig13532324||full	0	False	0	9	3	0	False	0.0	0.0	1.0	7.0	0.0	0.0	1.0
Contig135326852||full	0	False	0	7	0	0	False	0.0	0.0	1.0	6.0	0.0	0.0	0.0
Contig135333069||full	0	False	0	4	1	0	False	0.0	0.0	0.0	4.0	0.0	0.0	0.0
Contig135339182||full	0	False	0	8	0	0	False	0.0	0.0	0.0	7.0	0.0	0.0	1.0
Contig135339245||full	0	False	0	6	1	0	False	0.0	0.0	0.0	5.0	0.0	0.0	1.0
Contig135339246||full	0	False	0	6	2	0	False	0.0	0.0	0.0	6.0	0.0	0.0	0.0
Contig135339324||full	0	False	0	4	2	0	False	0.0	0.0	0.0	4.0	0.0	0.0	0.0
Contig135345338||full	0	False	0	7	0	0	False	0.0	0.0	0.0	6.0	1.0	0.0	0.0
Contig135345399||full	0	False	0	4	0	0	False	0.25	1.0	0.0	3.0	0.0	0.0	0.0
Contig135357642||full	0	False	0	6	2	0	False	0.0	0.0	0.0	6.0	0.0	0.0	0.0
Contig135363677||full	0	False	0	3	1	0	False	0.0	0.0	1.0	2.0	0.0	0.0	0.0
Contig135363681||full	0	False	0	4	1	0	False	0.0	0.0	0.0	4.0	0.0	0.0	0.0
Contig135370040||full	0	False	0	8	0	0	False	0.0	0.0	0.0	8.0	0.0	0.0	0.0
Contig135378834||full	0	False	0	14	0	0	False	0.0	0.0	2.0	12.0	0.0	0.0	0.0
Contig135382550||full	0	False	0	71	2	0	False	0.028169014084507043	2.0	7.0	60.0	2.0	0.0	0.0
Contig135383398||full	0	False	0	3	0	0	False	0.3333333333333333	1.0	0.0	2.0	0.0	0.0	0.0
Contig135388070||full	0	False	0	7	0	0	False	0.0	0.0	2.0	5.0	0.0	0.0	0.0
Contig135388075||full	0	False	0	4	0	0	False	0.0	0.0	0.0	4.0	0.0	0.0	0.0
Contig135396491||full	0	False	0	5	1	0	False	0.0	0.0	0.0	5.0	0.0	0.0	0.0
Contig135406524||full	0	False	0	3	0	0	False	0.0	0.0	0.0	3.0	0.0	0.0	0.0
Contig135412472||full	0	False	0	6	2	0	False	0.16666666666666666	1.0	0.0	5.0	0.0	0.0	0.0
Contig135412529||full	0	False	0	7	3	0	False	0.0	0.0	0.0	7.0	0.0	0.0	0.0
Contig135418667||full	0	False	0	3	0	0	False	0.0	0.0	0.0	3.0	0.0	0.0	0.0
Contig135418860||full	0	False	0	10	0	0	False	0.0	0.0	1.0	9.0	0.0	0.0	0.0
Contig135419652||full	0	False	0	5	0	0	False	0.0	0.0	0.0	4.0	0.0	0.0	1.0
Contig13542993||full	0	False	0	4	0	0	False	0.25	1.0	0.0	3.0	0.0	0.0	0.0
Contig135430816||full	0	False	0	13	0	0	False	0.0	0.0	0.0	13.0	0.0	0.0	0.0
Contig135436993||full	0	False	0	5	2	0	False	0.0	0.0	0.0	5.0	0.0	0.0	0.0
Contig135451019||full	0	False	0	3	0	0	False	0.0	0.0	0.0	3.0	0.0	0.0	0.0
Contig135455113||full	0	False	0	5	1	0	False	0.0	0.0	0.0	5.0	0.0	0.0	0.0
Contig135455115||full	0	False	0	4	0	0	False	0.0	0.0	0.0	4.0	0.0	0.0	0.0
Contig135455138||lt2gene	0	False	0	1	0	0	False	0.0	0.0	0.0	1.0	0.0	0.0	0.0
Contig135455153||full	0	False	0	9	2	0	False	0.0	0.0	1.0	8.0	0.0	0.0	0.0
Contig135455154||full	0	False	0	5	0	0	False	0.0	0.0	0.0	5.0	0.0	0.0	0.0
Contig135455155||full	0	False	0	8	0	0	False	0.0	0.0	1.0	7.0	0.0	0.0	0.0
Contig135461316||full	0	False	0	5	0	0	False	0.0	0.0	0.0	4.0	1.0	0.0	0.0
Contig135467874||full	0	False	0	4	0	0	False	0.0	0.0	0.0	4.0	0.0	0.0	0.0
